Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-January-2023,1035.00,1045.45,1033.60,1041.15,1040.596139476961394769,32120,1760,33423948.00,12567,39.13,11.85,6.15
2-January-2023,1039.00,1042.50,1031.60,1039.20,1037.518945048695528541,14067,1276,14594779.00,4396,31.25,10.90,0.20
30-December-2022,1045.20,1055.25,1034.60,1039.00,1042.394305784353339756,64346,3806,67073904.00,33267,51.70,20.65,-6.20
29-December-2022,1030.00,1046.85,1028.85,1044.50,1038.849560088949047665,20686,1354,21489642.00,7730,37.37,18.00,14.50
28-December-2022,1029.00,1038.40,1026.50,1035.35,1033.697680722891566265,33200,3008,34318763.00,18735,56.43,11.90,6.35
27-December-2022,1039.95,1040.35,1030.35,1036.45,1036.290720311486048020,16951,1243,17566164.00,10464,61.73,10.00,-3.50
26-December-2022,1029.05,1041.25,1029.05,1031.25,1033.982932208265413750,52145,4378,53917040.00,28420,54.50,12.20,2.20
23-December-2022,1023.05,1043.85,1023.05,1030.75,1033.671798762817067644,94893,3842,98088218.00,62754,66.13,20.80,7.70
22-December-2022,1042.00,1054.10,1033.30,1038.65,1042.078926275497685374,61133,3820,63705411.00,31842,52.09,20.80,-3.35
21-December-2022,1035.00,1053.00,1035.00,1040.20,1040.504263487892167887,253431,15358,263696036.00,171642,67.73,18.00,5.20
20-December-2022,1023.55,1032.00,1011.60,1029.85,1023.586551598068079047,103938,8010,106389539.00,61462,59.13,20.40,6.30
19-December-2022,1027.10,1037.25,1023.60,1033.25,1028.082719149051051537,148164,11038,152324848.00,115602,78.02,13.65,6.15
16-December-2022,1030.00,1046.00,1023.00,1030.15,1036.772661428383301874,45562,2797,47237436.00,9568,21.00,23.00,0.15
15-December-2022,1054.95,1054.95,1037.10,1042.30,1042.386139993867253923,35873,1993,37393518.00,10757,29.99,17.85,-12.65
14-December-2022,1042.05,1056.90,1042.05,1055.95,1052.780860037935509633,160272,8383,168731294.00,86562,54.01,14.85,13.90
13-December-2022,1031.00,1046.20,1031.00,1044.75,1039.655797832963187293,59436,2942,61792982.00,18736,31.52,15.20,13.75
12-December-2022,1026.00,1038.90,1012.05,1028.30,1026.399878113467333280,88607,4919,90946214.00,36327,41.00,26.85,2.30
9-December-2022,1077.00,1077.00,1020.70,1027.30,1035.565451218503859164,278169,14323,288062206.00,106550,38.30,56.30,-49.70
8-December-2022,1110.20,1112.85,1098.40,1101.25,1103.750828705497438546,23229,1805,25639028.00,9606,41.35,14.45,-8.95
7-December-2022,1110.15,1115.80,1102.00,1105.40,1108.041883509435945960,76092,3517,84313123.00,58145,76.41,13.80,-4.75
6-December-2022,1116.05,1123.85,1107.00,1120.85,1114.717386498659813755,72378,5304,80681015.00,31206,43.12,16.85,4.80
5-December-2022,1134.65,1140.05,1127.25,1131.15,1131.489530287710267487,54395,2996,61547373.00,40762,74.94,12.80,-3.50
2-December-2022,1130.05,1140.00,1123.40,1134.65,1130.362969289901774274,25757,1831,29114759.00,9145,35.50,16.60,4.60
1-December-2022,1128.40,1150.50,1128.40,1136.05,1142.251790453878204652,67441,3550,77034603.00,22896,33.95,22.10,7.65
30-November-2022,1129.95,1129.95,1116.75,1120.75,1121.540941063989619613,102501,13024,114959068.00,79654,77.71,13.20,-9.20
29-November-2022,1115.00,1138.50,1115.00,1128.10,1129.731746956800105065,121829,7004,137634089.00,76316,62.64,23.50,13.10
28-November-2022,1121.05,1132.15,1116.55,1119.00,1128.620578485537861553,76925,2926,86819138.00,49432,64.26,15.60,-2.05
25-November-2022,1130.05,1137.05,1120.30,1127.85,1124.724715898293489415,131555,6132,147963160.00,85860,65.27,16.75,-2.20
24-November-2022,1097.05,1134.95,1097.05,1130.90,1122.991589035920583001,100583,4646,112953863.00,43239,42.99,37.90,33.85
23-November-2022,1110.00,1111.40,1099.35,1102.40,1108.154294787627103117,98247,5044,108872835.00,60731,61.81,12.05,-7.60
22-November-2022,1088.05,1106.00,1088.05,1103.80,1099.169107838863114332,153683,5371,168923606.00,103165,67.13,17.95,15.75
21-November-2022,1100.00,1105.65,1093.10,1095.85,1102.518085805407311248,124794,5356,137587642.00,96583,77.39,12.55,-4.15
18-November-2022,1095.00,1105.90,1083.90,1101.30,1092.185005402441581060,186027,7069,203175900.00,,,22.00,6.30
17-November-2022,1097.00,1099.95,1089.90,1092.85,1095.925871798581970771,138220,6981,151478874.00,87604,63.38,10.05,-4.15
16-November-2022,1104.90,1112.65,1099.50,1105.30,1106.836418344405564852,59157,3686,65477122.00,28638,48.41,13.15,0.40
15-November-2022,1090.15,1106.00,1088.90,1103.55,1098.568517860667061377,126675,1918,139161167.00,106133,83.78,17.10,13.40
14-November-2022,1098.00,1102.55,1089.80,1098.50,1098.214363258755782120,42372,2572,46533539.00,20236,47.76,12.75,0.50
11-November-2022,1070.20,1098.55,1069.55,1090.25,1090.298078864726730866,287226,17271,313161956.00,194632,67.76,29.00,20.05
10-November-2022,1051.50,1062.00,1047.30,1052.75,1054.814650533250709370,30661,2066,32341672.00,12727,41.51,14.70,1.25
9-November-2022,1058.00,1061.65,1049.25,1052.90,1057.110880749443292636,26046,2063,27533510.00,10234,39.29,12.40,-5.10
7-November-2022,1042.80,1055.70,1038.60,1047.05,1046.651411907374256510,69268,5640,72499450.00,32513,46.94,17.10,4.25
4-November-2022,1041.80,1049.05,1033.30,1045.80,1041.999551325315989691,260768,4771,271720139.00,234484,89.92,15.75,4.00
3-November-2022,1030.00,1048.70,1029.95,1044.80,1044.629057936662346238,1824665,2910,1906098080.00,1793293,98.28,18.75,14.80
2-November-2022,1059.10,1066.40,1042.30,1044.65,1054.841197731037598514,39842,2546,42026983.00,18551,46.56,24.10,-14.45
