Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-February-2023,4524.90,4537.35,4476.60,4482.45,4498.941884732701878311,6229,1553,28023909.00,3465,55.63,60.75,-42.45
21-February-2023,4433.05,4524.60,4433.05,4503.70,4487.756161111714254695,9211,1540,41336722.00,3105,33.71,91.55,70.65
20-February-2023,4523.15,4544.20,4442.20,4454.15,4479.094058215058936733,4157,803,18619594.00,918,22.08,102.00,-69.00
17-February-2023,4541.65,4587.00,4517.00,4532.30,4540.472559113515400052,11461,1311,52038356.00,9068,79.12,70.00,-9.35
16-February-2023,4586.00,4616.90,4564.35,4571.10,4589.161258278145695364,3020,1031,13859267.00,1521,50.36,52.55,-14.90
15-February-2023,4597.95,4597.95,4530.80,4589.45,4554.177959791511541325,2686,709,12232522.00,1009,37.57,67.15,-8.50
14-February-2023,4603.95,4622.75,4583.00,4598.65,4602.397718011409942950,1227,444,5647142.00,372,30.32,39.75,-5.30
13-February-2023,4619.50,4635.25,4580.60,4585.85,4599.992222222222222222,1800,482,8279986.00,508,28.22,54.65,-33.65
10-February-2023,4680.00,4680.00,4597.05,4619.05,4629.009815242494226327,5196,1309,24052335.00,1848,35.57,82.95,-60.95
9-February-2023,4626.90,4658.00,4585.00,4637.60,4623.089430894308943089,1722,607,7960960.00,651,37.80,73.00,10.70
8-February-2023,4597.05,4637.05,4578.00,4590.95,4601.936239782016348773,3670,906,16889106.00,1715,46.73,59.05,-6.10
7-February-2023,4630.00,4661.50,4595.95,4605.35,4635.349389530021742766,5979,1589,27714754.00,2540,42.48,65.55,-24.65
6-February-2023,4602.00,4634.10,4602.00,4626.60,4621.629720124389160373,4502,1230,20806577.00,2199,48.84,32.10,24.60
3-February-2023,4590.00,4656.45,4571.50,4624.80,4610.944357575988711338,26221,4118,120903572.00,18392,70.14,84.95,34.80
2-February-2023,4502.05,4596.65,4371.70,4575.70,4529.093579327772192484,36803,7098,166684231.00,8827,23.98,224.95,73.65
1-February-2023,4354.95,4444.00,4329.10,4369.30,4389.132798778159602901,13095,3370,57475694.00,3801,29.03,114.90,14.35
31-January-2023,4391.05,4417.15,4264.20,4318.10,4316.402829028290282902,8130,2128,35092355.00,2573,31.65,152.95,-72.95
30-January-2023,4370.00,4420.00,4321.05,4408.55,4371.403652392947103274,3176,837,13883578.00,1091,34.35,98.95,38.55
27-January-2023,4356.60,4437.35,4355.60,4380.30,4386.036265432098765432,7776,2111,34105818.00,2846,36.60,81.75,23.70
25-January-2023,4350.85,4436.00,4350.85,4397.20,4387.250000000000000000,1884,552,8265579.00,812,43.10,85.15,46.35
24-January-2023,4336.45,4407.15,4324.00,4397.95,4357.179550354173082845,3247,1093,14147762.00,1756,54.08,83.15,61.50
23-January-2023,4315.25,4355.00,4315.25,4338.25,4339.515965166908563134,2756,871,11959706.00,1541,55.91,39.75,23.00
20-January-2023,4320.60,4361.90,4315.00,4319.35,4343.234309623430962343,2390,682,10380330.00,485,20.29,46.90,-1.25
19-January-2023,4369.25,4400.00,4360.00,4370.00,4376.184901531728665207,4570,1078,19999165.00,1561,34.16,40.00,0.75
18-January-2023,4350.35,4419.65,4350.35,4394.35,4393.968975311339305221,4577,1073,20111196.00,1916,41.86,69.30,44.00
17-January-2023,4306.05,4371.40,4295.40,4365.15,4342.200781250000000000,2560,582,11116034.00,1072,41.88,76.00,59.10
16-January-2023,4333.00,4337.45,4301.00,4306.00,4315.831260140616549486,1849,542,7979972.00,881,47.65,36.45,-27.00
13-January-2023,4341.95,4368.85,4290.00,4335.55,4329.539189189189189189,2220,671,9611577.00,601,27.07,78.85,-6.40
12-January-2023,4315.65,4340.00,4285.25,4299.10,4322.461933157675773124,7211,1043,31169273.00,1787,24.78,54.75,-16.55
11-January-2023,4335.15,4357.00,4298.85,4312.95,4328.146174529454901002,4091,1116,17706446.00,1253,30.63,58.15,-22.20
10-January-2023,4331.65,4364.20,4319.00,4328.75,4341.046875000000000000,1984,466,8612637.00,748,37.70,45.20,-2.90
9-January-2023,4408.95,4408.95,4337.40,4360.35,4365.403945111492281303,3498,832,15270183.00,1212,34.65,71.55,-48.60
6-January-2023,4341.80,4369.15,4311.25,4358.20,4349.197262859839546956,4238,1011,18431898.00,1645,38.82,57.90,16.40
5-January-2023,4247.60,4387.00,4241.45,4311.25,4329.282827287066246056,10144,2194,43916245.00,1701,16.77,145.55,63.65
4-January-2023,4240.05,4272.10,4218.85,4233.80,4241.632156862745098039,3825,882,16224243.00,768,20.08,53.25,-6.25
3-January-2023,4292.30,4296.05,4207.80,4239.15,4243.446598905394839718,6395,1497,27136841.00,1747,27.32,88.25,-53.15
2-January-2023,4379.80,4379.80,4280.00,4292.30,4313.404789053591790193,3508,915,15131424.00,918,26.17,99.80,-87.50
30-December-2022,4374.70,4375.20,4300.00,4306.65,4325.978197287955331028,3761,1306,16270004.00,1640,43.61,75.20,-68.05
29-December-2022,4358.00,4379.35,4298.00,4353.45,4333.783858998144712430,2156,790,9343638.00,669,31.03,81.35,-4.55
28-December-2022,4360.00,4403.90,4360.00,4385.50,4386.166224580017683465,2262,861,9921508.00,737,32.58,43.90,25.50
27-December-2022,4366.05,4399.00,4350.00,4371.85,4368.772496130886579703,4523,1191,19759958.00,2141,47.34,49.00,5.80
26-December-2022,4300.15,4395.80,4300.15,4375.50,4367.129950495049504950,2424,742,10585923.00,558,23.02,95.65,75.35
23-December-2022,4391.40,4397.45,4324.00,4330.05,4350.376966645689112649,3178,907,13825498.00,1707,53.71,73.45,-61.35
22-December-2022,4447.00,4447.00,4379.10,4391.40,4405.594464944649446494,2710,760,11939161.00,1494,55.13,67.90,-55.60
21-December-2022,4530.00,4530.00,4407.30,4418.75,4436.677505419376354844,5997,1245,26606755.00,1456,24.28,122.70,-111.25
20-December-2022,4527.00,4534.35,4468.00,4507.45,4496.088523442967109867,2858,784,12849821.00,797,27.89,66.35,-19.55
19-December-2022,4458.60,4535.00,4423.75,4525.00,4496.110806772908366533,12048,2248,54169143.00,6754,56.06,111.25,66.40
16-December-2022,4460.00,4474.00,4426.80,4447.05,4451.348788513311396948,6686,1052,29761718.00,3840,57.43,47.20,-12.95
15-December-2022,4410.05,4484.00,4410.05,4465.35,4450.805913445655764783,6054,1172,26945179.00,2427,40.09,73.95,55.30
14-December-2022,4411.40,4450.00,4390.00,4408.70,4417.058203845140900711,3797,1099,16771570.00,1638,43.14,60.00,-2.70
13-December-2022,4466.60,4466.60,4411.05,4427.60,4426.429296131896005072,1577,483,6980479.00,626,39.70,55.55,-39.00
12-December-2022,4439.95,4439.95,4384.45,4430.95,4413.481633296547375059,6343,1533,27994714.00,2714,42.79,55.50,-9.00
9-December-2022,4394.00,4423.15,4386.80,4411.80,4404.604880660954712362,13072,849,57576995.00,11412,87.30,36.35,17.80
8-December-2022,4381.65,4440.60,4381.65,4393.25,4409.852109791069233920,2441,578,10764449.00,727,29.78,58.95,11.60
7-December-2022,4418.10,4436.05,4382.00,4392.45,4408.104522830556156676,4621,1242,20369851.00,2006,43.41,54.05,-25.65
6-December-2022,4391.05,4451.45,4385.65,4424.90,4426.594785575048732943,4104,807,18166745.00,1541,37.55,65.80,33.85
5-December-2022,4443.85,4443.85,4370.80,4403.25,4397.254039497307001795,3342,789,14695623.00,1274,38.12,73.05,-40.60
2-December-2022,4399.45,4442.40,4381.60,4425.10,4411.150831146106736657,5715,1071,25209727.00,2011,35.19,60.80,25.65
1-December-2022,4379.75,4410.00,4340.00,4399.45,4377.290885860306643952,4696,1015,20555758.00,1688,35.95,70.00,19.70
30-November-2022,4312.00,4386.00,4290.85,4352.80,4323.877788341987859284,13673,1970,59120381.00,7844,57.37,95.15,40.80
29-November-2022,4230.00,4300.80,4224.30,4282.85,4272.327693934441987888,10403,1782,44445025.00,4738,45.54,76.50,52.85
28-November-2022,4179.00,4225.00,4160.80,4212.15,4188.984821654439666076,3953,780,16559057.00,1772,44.83,64.20,33.15
25-November-2022,4196.15,4204.30,4148.20,4182.85,4166.619556913674560733,6545,1283,27270525.00,4011,61.28,56.10,-13.30
24-November-2022,4145.80,4208.00,4145.80,4195.75,4190.793334876186068039,4321,703,18108418.00,1984,45.92,62.20,49.95
23-November-2022,4142.60,4193.20,4140.80,4153.40,4163.401151988108509847,5382,874,22407425.00,2802,52.06,52.40,10.80
22-November-2022,4095.05,4163.00,4095.05,4156.70,4145.831444282347660195,8911,1740,36943504.00,5135,57.63,67.95,61.65
21-November-2022,4106.95,4147.80,4096.30,4122.40,4122.514406929467915856,5657,1024,23321064.00,1844,32.60,51.50,15.45
18-November-2022,4126.15,4132.35,4064.00,4104.35,4085.152839643652561247,3592,676,14673869.00,,,68.35,-21.80
17-November-2022,4132.80,4148.00,4104.00,4124.45,4122.261503067484662576,5216,1111,21501716.00,2943,56.42,44.00,-8.35
16-November-2022,4134.00,4141.60,4095.00,4132.85,4112.014392441221709514,9102,1606,37427555.00,6557,72.04,46.60,-1.15
15-November-2022,4108.05,4151.00,4089.65,4139.55,4123.923464189391669163,16685,1062,68807663.00,2769,16.60,61.35,31.50
14-November-2022,4096.00,4152.00,4076.15,4102.45,4115.258754377188594297,7996,1330,32905609.00,1994,24.94,75.85,6.45
11-November-2022,4141.55,4175.20,4085.85,4096.60,4115.847747421747783607,11054,2584,45496581.00,4556,41.22,89.35,-44.95
10-November-2022,4170.00,4188.00,4107.85,4135.95,4142.271430738886360188,6591,1198,27301711.00,1528,23.18,80.15,-34.05
9-November-2022,4142.00,4235.00,4120.00,4172.45,4197.284487254210251848,32599,6809,136827277.00,14160,43.44,115.00,30.45
7-November-2022,3935.00,4189.95,3935.00,4142.20,4134.027180715997281928,111844,12306,462366136.00,27308,24.42,254.95,207.20
4-November-2022,3743.00,3812.00,3743.00,3801.30,3780.272707182320441988,4525,1267,17105734.00,1317,29.10,69.00,58.30
3-November-2022,3720.00,3761.05,3710.35,3746.60,3737.471448636605802295,20647,2081,77167573.00,16046,77.72,50.70,26.60
2-November-2022,3788.00,3793.00,3717.00,3724.30,3744.047817503838561087,4559,939,17069114.00,1660,36.41,76.00,-63.70
1-November-2022,3762.00,3808.95,3754.40,3785.65,3773.238703419287042276,37113,2214,140036208.00,33088,89.15,54.55,23.65
31-October-2022,3780.00,3799.00,3740.00,3765.70,3776.218638972396829734,3659,858,13817184.00,1066,29.13,59.00,-14.30
28-October-2022,3742.25,3789.00,3731.65,3776.60,3770.050811785929043896,3326,754,12539189.00,1145,34.43,57.35,34.35
27-October-2022,3704.05,3768.25,3702.35,3753.60,3734.149192800148450547,5389,1154,20123330.00,2166,40.19,65.90,49.55
25-October-2022,3793.80,3804.30,3690.90,3711.60,3797.560838305032889704,98055,1651,372369828.00,93838,95.70,113.40,-82.20
24-October-2022,3795.00,3837.05,3729.00,3802.90,3795.574590952839268527,2078,487,7887204.00,,,108.05,7.90
21-October-2022,3792.00,3812.00,3762.70,3791.45,3790.628369272237196765,2968,634,11250585.00,1266,42.65,49.30,-0.55
20-October-2022,3765.00,3801.90,3748.55,3789.60,3778.226490066225165562,4530,1075,17115366.00,2490,54.97,53.35,24.60
19-October-2022,3773.00,3787.00,3742.00,3766.80,3763.888819746940468782,4821,1106,18145708.00,2176,45.14,45.00,-6.20
18-October-2022,3786.00,3804.60,3748.20,3768.40,3775.224548597771801767,5206,852,19653819.00,1979,38.01,56.40,-17.60
17-October-2022,3791.05,3805.45,3753.00,3777.55,3795.944643579217183312,145909,615,553862487.00,144076,98.74,52.45,-13.50
14-October-2022,3800.00,3812.20,3768.80,3794.65,3793.653783164100884376,3053,824,11582025.00,689,22.57,43.40,-5.35
13-October-2022,3793.95,3793.95,3748.00,3783.65,3770.462434712736038569,2489,634,9384681.00,841,33.79,45.95,-10.30
12-October-2022,3730.00,3772.00,3727.90,3760.00,3754.115546218487394957,4760,944,17869590.00,2249,47.25,44.10,30.00
11-October-2022,3805.05,3818.00,3719.85,3729.10,3797.258208120811390946,144887,1298,550173350.00,141891,97.93,98.15,-75.95
10-October-2022,3753.95,3811.40,3718.25,3799.55,3766.465710964742347927,2581,735,9721248.00,442,17.13,93.15,45.60
7-October-2022,3798.95,3798.95,3732.50,3782.55,3761.382662538699690402,3230,805,12149266.00,971,30.06,66.45,-16.40
6-October-2022,3822.05,3843.10,3762.05,3767.00,3789.956625547154795065,5026,1250,19048322.00,1809,35.99,81.05,-55.05
4-October-2022,3785.05,3826.00,3778.40,3817.60,3808.539948820017059994,3517,830,13394635.00,1160,32.98,47.60,32.55
3-October-2022,3843.05,3876.00,3755.00,3767.95,3803.348114710568242166,7532,1955,28646818.00,2749,36.50,121.00,-75.10
30-September-2022,3850.05,3885.30,3820.70,3845.00,3856.701360073766712770,8676,1961,33460741.00,4264,49.15,64.60,-5.05
29-September-2022,3852.85,3873.25,3810.55,3865.05,3851.972062211981566820,3472,1043,13374047.00,1181,34.01,62.70,12.20
28-September-2022,3805.05,3867.00,3789.65,3852.85,3842.502449936088623775,9388,2379,36073413.00,5036,53.64,77.35,47.80
27-September-2022,3790.05,3888.00,3790.05,3825.65,3840.676559757459709589,12534,2126,48139040.00,2476,19.75,97.95,35.60
26-September-2022,3779.55,3826.85,3777.15,3787.30,3798.101143359718557607,11370,1980,43184410.00,,,49.70,7.75
23-September-2022,3830.00,3841.00,3780.90,3792.00,3816.908817314465006083,15617,2568,59608665.00,7631,48.86,60.10,-38.00
22-September-2022,3755.00,3834.35,3754.50,3828.10,3804.658045977011494252,12180,2292,46340735.00,3779,31.03,79.85,73.10
21-September-2022,3630.00,3788.90,3630.00,3764.80,3769.797842431335631686,78607,3239,296332499.00,58096,73.91,158.90,134.80
20-September-2022,3635.20,3700.65,3594.00,3647.80,3623.114401492076697035,74527,2658,270019847.00,68230,91.55,106.65,12.60
19-September-2022,3664.95,3664.95,3555.00,3570.20,3637.038551865572902884,120928,1621,439819798.00,115592,95.59,109.95,-94.75
16-September-2022,3721.40,3740.00,3622.00,3636.95,3669.937443100533229288,7689,1907,28218149.00,1561,20.30,118.00,-84.45
15-September-2022,3754.90,3788.00,3715.00,3721.40,3740.162134944612286002,6951,2066,25997867.00,2487,35.78,73.00,-33.50
14-September-2022,3702.20,3760.85,3702.20,3749.65,3737.568292323559746574,6787,1517,25366876.00,2006,29.56,58.65,47.45
13-September-2022,3670.00,3765.00,3670.00,3752.85,3723.846616388096208724,9812,1915,36538383.00,4546,46.33,95.00,82.85
12-September-2022,3640.05,3697.90,3640.05,3666.45,3670.799793225080581402,16443,3163,60358961.00,10873,66.13,57.85,26.40
9-September-2022,3675.00,3699.65,3643.00,3650.55,3667.207915954067920840,4093,1259,15009882.00,,,56.65,-24.45
8-September-2022,3674.00,3685.35,3634.00,3670.05,3660.547661870503597122,3336,1093,12211587.00,636,19.06,51.35,-3.95
7-September-2022,3604.60,3673.00,3590.00,3667.10,3645.495984329089128305,5105,1277,18610257.00,1239,24.27,83.00,62.50
6-September-2022,3661.55,3693.55,3595.05,3608.10,3623.492008997277139812,8447,1882,30607637.00,3250,38.48,98.50,-53.45
5-September-2022,3703.00,3710.20,3658.05,3661.55,3684.893772893772893772,7098,1510,26155376.00,2338,32.94,52.15,-41.45
2-September-2022,3732.00,3758.45,3700.50,3703.00,3723.917001897533206831,26350,1684,98125213.00,,,57.95,-29.00
1-September-2022,3743.60,3745.45,3674.50,3717.05,3714.049397590361445783,7470,1836,27743949.00,2221,29.73,70.95,-26.55
