Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-February-2023,215.00,215.45,196.95,205.85,209.659954219647279877,1097414,16280,230083769.00,354870,32.34,18.50,-9.15
31-January-2023,205.50,214.65,204.40,212.90,211.167407374631652327,2305227,28249,486788809.00,1321560,57.33,10.25,7.40
30-January-2023,203.00,205.75,201.30,204.40,203.720387587969033347,1545146,24751,314777742.00,672680,43.54,4.45,1.40
27-January-2023,202.10,203.85,196.75,202.45,200.581527995241174665,1736563,44405,348322460.00,855705,49.28,7.10,0.35
25-January-2023,205.80,206.30,201.00,201.55,202.717095276529259750,405147,8009,82130223.00,215939,53.30,5.30,-4.25
24-January-2023,207.00,208.15,205.50,205.75,206.533408304498269896,289000,4651,59688155.00,97643,33.79,2.65,-1.25
23-January-2023,207.55,208.00,206.70,207.00,207.243671482853119019,249229,3641,51651133.00,64135,25.73,1.30,-0.55
20-January-2023,205.05,208.55,205.05,207.15,207.337573035952319671,260317,4439,53973495.00,95370,36.64,3.50,2.10
19-January-2023,207.00,207.40,205.00,205.25,205.773264126313172126,193044,4224,39723294.00,98617,51.09,2.40,-1.75
18-January-2023,207.05,208.35,207.05,207.40,207.688154520075353503,220295,3271,45752662.00,93555,42.47,1.30,0.35
17-January-2023,206.50,208.55,206.00,207.60,207.279221417570534456,274653,3618,56929860.00,78045,28.42,2.55,1.10
16-January-2023,207.05,208.05,206.15,206.95,206.934844303127978943,640957,11602,132636337.00,324253,50.59,1.90,-0.10
13-January-2023,205.60,206.75,204.25,206.55,205.055868804968143603,701429,5492,143832133.00,507680,72.38,2.50,0.95
12-January-2023,206.15,206.85,203.90,205.65,205.488066738945361672,274862,4570,56480861.00,90296,32.85,2.95,-0.50
11-January-2023,206.40,207.35,205.15,205.85,206.314525065732833841,1375264,14523,283736939.00,363661,26.44,2.20,-0.55
10-January-2023,206.80,207.80,204.70,206.10,206.216985719611625305,370158,5286,76332867.00,128494,34.71,3.10,-0.70
9-January-2023,206.15,207.20,205.20,206.15,206.232091638583712390,330865,4921,68234981.00,123996,37.48,2.00,0.00
6-January-2023,207.80,208.75,204.10,205.40,205.802139944783319719,1172834,23035,241371747.00,587255,50.07,4.65,-2.40
5-January-2023,209.80,209.80,205.25,207.65,207.793383184699971062,912312,17739,189572397.00,324193,35.54,4.55,-2.15
4-January-2023,211.00,211.00,205.85,208.10,207.935246437261035801,719250,7964,149557426.00,196291,27.29,5.15,-2.90
3-January-2023,212.20,213.05,210.00,211.25,211.327070275301099333,416889,6164,88099931.00,228054,54.70,3.05,-0.95
2-January-2023,208.70,212.20,208.15,211.75,210.469677064161833626,1006268,17507,211788901.00,512944,50.97,4.05,3.05
30-December-2022,207.80,209.95,207.05,207.70,208.430157670001078662,917803,14884,191297824.00,392129,42.72,2.90,-0.10
29-December-2022,208.70,208.75,205.00,205.85,206.415397096516528917,479493,7227,98974738.00,155503,32.43,3.75,-2.85
28-December-2022,207.10,210.30,206.85,208.15,208.838132005008847268,904799,16014,188956533.00,322091,35.60,3.45,1.05
27-December-2022,207.30,208.30,204.85,207.70,206.634954487010405652,1330719,24358,274973060.00,497740,37.40,3.45,0.40
26-December-2022,195.20,204.70,194.45,203.25,200.927355135425940649,2100410,45917,422029826.00,1000958,47.66,10.25,8.05
23-December-2022,205.20,207.85,196.00,197.00,201.023615070025543272,1384709,22065,278359209.00,823609,59.48,11.85,-8.20
22-December-2022,214.65,215.35,206.60,208.85,209.608527402981835109,700307,13295,146790319.00,237469,33.91,8.75,-5.80
21-December-2022,218.10,219.40,212.55,213.75,216.005800753429114756,553204,7886,119495273.00,275988,49.89,6.85,-4.35
20-December-2022,216.10,218.40,214.65,217.80,216.274982839648309643,1006681,17705,217719916.00,459972,45.69,3.75,1.70
19-December-2022,217.75,218.00,214.85,216.80,216.389913015721011890,914763,22393,197945486.00,434738,47.52,3.15,-0.95
16-December-2022,220.00,222.40,216.15,217.35,218.762095985905936848,1304379,25733,285348684.00,619910,47.53,6.25,-2.65
15-December-2022,222.35,224.80,221.00,221.90,223.371120476315253151,1099104,14959,245508092.00,498891,45.39,3.80,-0.45
14-December-2022,219.50,223.15,219.50,222.70,221.725478851207500168,577267,6872,127994802.00,216123,37.44,3.65,3.20
13-December-2022,218.50,220.25,217.85,218.80,219.025466489898490215,758055,16410,166033350.00,341429,45.04,2.40,0.30
12-December-2022,219.45,219.65,215.55,217.85,218.178148295569019995,1424493,26466,310793245.00,931966,65.42,4.10,-1.60
9-December-2022,225.40,226.40,217.55,219.45,221.433136069564412278,518426,8848,114796695.00,283134,54.61,8.85,-5.95
8-December-2022,225.60,227.20,224.65,225.00,225.526084962409159534,717329,13580,161776401.00,410403,57.21,2.55,-0.60
7-December-2022,228.25,229.50,225.40,225.90,226.943545593793055673,519676,8349,117937114.00,337375,64.92,4.10,-2.35
